"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 07월 22일","1.5312","1.4711","1.5363","1.4416","5.53K","4.08%"
"2019년 07월 21일","1.4711","1.5133","1.5291","1.3362","4.85K","-2.79%"
"2019년 07월 20일","1.5133","1.3213","1.5170","1.3213","4.02K","14.53%"
"2019년 07월 19일","1.3213","1.2876","1.3396","1.2636","2.95K","2.61%"
"2019년 07월 18일","1.2876","1.2691","1.3233","1.1985","2.79K","1.46%"
"2019년 07월 17일","1.2691","1.1044","1.3111","1.1044","2.32K","14.91%"
"2019년 07월 16일","1.1044","1.2847","1.3240","1.0439","3.04K","-14.04%"
"2019년 07월 15일","1.2847","1.3176","1.3750","1.2012","3.72K","-2.49%"
"2019년 07월 14일","1.3176","1.4754","1.5527","1.3123","4.54K","-10.70%"
"2019년 07월 13일","1.4754","1.5206","1.5995","1.3543","3.91K","-2.97%"
"2019년 07월 12일","1.5206","1.4069","1.6339","1.4042","6.56K","8.08%"
"2019년 07월 11일","1.4069","1.5402","1.5445","1.3364","4.08K","-8.66%"
"2019년 07월 10일","1.5402","1.6025","1.7086","1.5290","4.45K","-3.88%"
"2019년 07월 09일","1.6023","1.7094","1.7778","1.5457","2.95K","-6.27%"
"2019년 07월 08일","1.7094","1.7134","1.7763","1.6654","4.57K","-0.23%"
"2019년 07월 07일","1.7134","1.7134","1.8085","1.6940","3.81K","0.00%"
"2019년 07월 06일","1.7134","1.6629","1.7309","1.6091","1.39K","3.02%"
"2019년 07월 05일","1.6632","1.6665","1.7035","1.6040","3.58K","-0.20%"
"2019년 07월 04일","1.6665","1.7514","1.7860","1.6665","9.11K","-4.84%"
"2019년 07월 03일","1.7514","1.7419","1.7921","1.6888","3.44K","0.54%"
"2019년 07월 02일","1.7419","1.7711","1.8430","1.6004","2.68K","-1.65%"
"2019년 07월 01일","1.7711","1.8729","1.8859","1.7265","4.50K","-5.44%"
"2019년 06월 30일","1.8729","1.9014","1.9212","1.7986","4.62K","-1.50%"
